phenocode,phenotype,category,chapter_prefix,num_cases,num_controls,finngen_R12_url
H7_LACRIMALSYSTEM,Disorders of lacrimal system,VII Diseases of the eye and adnexa (H7_),VII,19195,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_LACRIMALSYSTEM.gz
H7_VITROTH,Other and unspecified disorders of vitreous body,VII Diseases of the eye and adnexa (H7_),VII,17224,478098,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITROTH.gz
H7_KERATITIS,Keratitis,VII Diseases of the eye and adnexa (H7_),VII,16577,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_KERATITIS.gz
H7_RETINALDETACH,Retinal detachments and breaks,VII Diseases of the eye and adnexa (H7_),VII,15490,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACH.gz
H7_GLAUCSUSP,Glaucoma suspect,VII Diseases of the eye and adnexa (H7_),VII,15413,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCSUSP.gz
H7_CONJUNCTIVITISACUNONATOPIC,"Conjunctivitis (acute, non atopic)",VII Diseases of the eye and adnexa (H7_),VII,12787,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONJUNCTIVITISACUNONATOPIC.gz
H7_AMD,Age-related macular degeneration (whether dry or wet),VII Diseases of the eye and adnexa (H7_),VII,12495,461686,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_AMD.gz
H7_BLEPHAROCHALASIS,Blepharochalasis,VII Diseases of the eye and adnexa (H7_),VII,12170,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_BLEPHAROCHALASIS.gz
H7_REFRAACCOMMODIS,Disorders of refraction and accommodation,VII Diseases of the eye and adnexa (H7_),VII,12151,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_REFRAACCOMMODIS.gz
H7_GLAUCOMA_POAG,"Primary open-angle glaucoma, strict",VII Diseases of the eye and adnexa (H7_),VII,10832,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCOMA_POAG.gz
H7_VISUDISTURBSUB,Subjective visual disturbances,VII Diseases of the eye and adnexa (H7_),VII,10482,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUDISTURBSUB.gz
H7_STRABOTH,Other strabismus,VII Diseases of the eye and adnexa (H7_),VII,10045,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABOTH.gz
H7_IRIDOCYCLITIS,Iridocyclitis,VII Diseases of the eye and adnexa (H7_),VII,9958,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_IRIDOCYCLITIS.gz
H7_IRIDOCYC_ANTER,Anterior Iridocyclitis,VII Diseases of the eye and adnexa (H7_),VII,8803,491545,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_IRIDOCYC_ANTER.gz
DRY_AMD,Dry age-related macular degeneration (includes geographic atrophy),VII Diseases of the eye and adnexa (H7_),VII,8570,329258,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRY_AMD.gz
H7_IRIDOACUTE,Acute and subacute iridocyclitis,VII Diseases of the eye and adnexa (H7_),VII,8334,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_IRIDOACUTE.gz
H7_CORNULCER,Corneal ulcer,VII Diseases of the eye and adnexa (H7_),VII,7927,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CORNULCER.gz
WET_AMD,Wet age-related macular degeneration,VII Diseases of the eye and adnexa (H7_),VII,6699,331070,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_WET_AMD.gz
H7_RETINALBREAK,Retinal breaks without detachment,VII Diseases of the eye and adnexa (H7_),VII,6157,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALBREAK.gz
H7_EYEOTH,Other disorders of eye and adnexa,VII Diseases of the eye and adnexa (H7_),VII,5665,494683,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_EYEOTH.gz
H7_OTHERCONJ,Other disorders of conjunctiva,VII Diseases of the eye and adnexa (H7_),VII,5450,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHERCONJ.gz
H7_MYOPIA,Myopia,VII Diseases of the eye and adnexa (H7_),VII,5406,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_MYOPIA.gz
MACULAR_PUCKER,Macular pucker,VII Diseases of the eye and adnexa (H7_),VII,5315,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_MACULAR_PUCKER.gz
H7_EYELIDINFLAMMATION,Other inflammation of eyelid,VII Diseases of the eye and adnexa (H7_),VII,5155,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_EYELIDINFLAMMATION.gz
H7_DIPLOPIA,Diplopia,VII Diseases of the eye and adnexa (H7_),VII,5141,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_DIPLOPIA.gz
H7_RETINALDETACHBREAK,Retinal detachment with retinal break,VII Diseases of the eye and adnexa (H7_),VII,5041,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHBREAK.gz
H7_CHALAZION,Chalazion,VII Diseases of the eye and adnexa (H7_),VII,4708,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CHALAZION.gz
H7_RETINAVASC,Retinal vascular disorders,VII Diseases of the eye and adnexa (H7_),VII,4691,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINAVASC.gz
MACULA_NAS,Degenerative macular diseases,VII Diseases of the eye and adnexa (H7_),VII,4683,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_MACULA_NAS.gz
H7_KERATITISOTH,Other keratitis,VII Diseases of the eye and adnexa (H7_),VII,4563,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_KERATITISOTH.gz
H7_RETIVASCOCCLUSION,Retinal vascular occlusion,VII Diseases of the eye and adnexa (H7_),VII,4560,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETIVASCOCCLUSION.gz
H7_GLAUCOMA_XFG,"Glaucoma, exfoliation",VII Diseases of the eye and adnexa (H7_),VII,4277,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCOMA_XFG.gz
H7_PTOSIS,Ptosis of eyelid,VII Diseases of the eye and adnexa (H7_),VII,4013,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PTOSIS.gz
H7_OPTNERVE,Disorders of optic nerve and visual pathways,VII Diseases of the eye and adnexa (H7_),VII,3727,496621,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OPTNERVE.gz
H7_STENOLACRI,Stenosis and insufficiency of lacrimal passages,VII Diseases of the eye and adnexa (H7_),VII,3633,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STENOLACRI.gz
H7_VISDISTNAS,Other and unspecified visual disturbances,VII Diseases of the eye and adnexa (H7_),VII,3613,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISDISTNAS.gz
H7_CORNEALOTH,Other disorders of cornea,VII Diseases of the eye and adnexa (H7_),VII,3609,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CORNEALOTH.gz
H7_HETEROPHORIA,Heterophoria,VII Diseases of the eye and adnexa (H7_),VII,3245,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_HETEROPHORIA.gz
H7_VISFIELDDEF,Visual field defects,VII Diseases of the eye and adnexa (H7_),VII,3228,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISFIELDDEF.gz
H7_ENTROPION,Entropion and trichiasis of eyelid,VII Diseases of the eye and adnexa (H7_),VII,3193,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ENTROPION.gz
H7_DIVERGSTRAB,Divergent concomitant strabismus,VII Diseases of the eye and adnexa (H7_),VII,3123,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_DIVERGSTRAB.gz
H7_GLAUCOMAMEDICATION,Use of antiglaucoma preparations and miotics,VII Diseases of the eye and adnexa (H7_),VII,3099,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCOMAMEDICATION.gz
H7_OCUPAIN,Ocular pain,VII Diseases of the eye and adnexa (H7_),VII,3063,494683,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OCUPAIN.gz
H7_GLAUCOMA_NTG,Normotensive glaucoma,VII Diseases of the eye and adnexa (H7_),VII,2938,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCOMA_NTG.gz
H7_HYPERMETRO,Hypermetropia,VII Diseases of the eye and adnexa (H7_),VII,2721,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_HYPERMETRO.gz
H7_CONJUHAEMOR,conjunctival haemorrhage,VII Diseases of the eye and adnexa (H7_),VII,2664,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONJUHAEMOR.gz
H7_PARASTRAB,Paralytic strabismus,VII Diseases of the eye and adnexa (H7_),VII,2581,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRAB.gz
H7_BLINDANDVISIMPAIRMENT,Visual impairment including blindness (binocular or monocular),VII Diseases of the eye and adnexa (H7_),VII,2569,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_BLINDANDVISIMPAIRMENT.gz
H7_GLAUCNAS,Other and unspecified glaucoma,VII Diseases of the eye and adnexa (H7_),VII,2505,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCNAS.gz
H7_CONVERSTRAB,Convergent concomitant strabismus,VII Diseases of the eye and adnexa (H7_),VII,2382,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONVERSTRAB.gz
H7_INTERHETEROTRO,Intermittent heterotropia,VII Diseases of the eye and adnexa (H7_),VII,2347,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_INTERHETEROTRO.gz
H7_OPTNEUROTH,Other disorders of optic [2nd] nerve and visual pathways,VII Diseases of the eye and adnexa (H7_),VII,2322,496621,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OPTNEUROTH.gz
H7_PRESBYOPIA,Presbyopia,VII Diseases of the eye and adnexa (H7_),VII,2305,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PRESBYOPIA.gz
H7_ASTIGMATISM,Astigmatism,VII Diseases of the eye and adnexa (H7_),VII,2286,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ASTIGMATISM.gz
H7_HORDEOLUM,Hordeolum and other deep inflammation of eyelid,VII Diseases of the eye and adnexa (H7_),VII,2071,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_HORDEOLUM.gz
H7_EPISCLERITIS,Episcleritis,VII Diseases of the eye and adnexa (H7_),VII,1961,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_EPISCLERITIS.gz
H7_IRIDOCHRONIC,Chronic iridocyclitis,VII Diseases of the eye and adnexa (H7_),VII,1869,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_IRIDOCHRONIC.gz
MACULAR_HOLE,Macular hole,VII Diseases of the eye and adnexa (H7_),VII,1849,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_MACULAR_HOLE.gz
H7_CONJUNCTIVITISATOPIC,Atopic conjunctivitis,VII Diseases of the eye and adnexa (H7_),VII,1728,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONJUNCTIVITISATOPIC.gz
H7_ORBIT,Disorders of orbit,VII Diseases of the eye and adnexa (H7_),VII,1637,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ORBIT.gz
H7_OPTNEURITIS,Optic neuritis,VII Diseases of the eye and adnexa (H7_),VII,1592,496621,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OPTNEURITIS.gz
H7_GLAUCCLOSEPRIM,Primary angle-closure glaucoma,VII Diseases of the eye and adnexa (H7_),VII,1569,473757,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLAUCCLOSEPRIM.gz
H7_AMBLYANOPSIA,Amblyopia ex anopsia,VII Diseases of the eye and adnexa (H7_),VII,1568,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_AMBLYANOPSIA.gz
H7_HERPESKERATITIS,Herpesviral keratitis and keratoconjunctivitis,VII Diseases of the eye and adnexa (H7_),VII,1568,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_HERPESKERATITIS.gz
H7_IRIDONAS,Other and unspecified iridocyclitis,VII Diseases of the eye and adnexa (H7_),VII,1550,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_IRIDONAS.gz
H7_RETINASEPAR,Separation of retinal layers (serosa),VII Diseases of the eye and adnexa (H7_),VII,1477,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINASEPAR.gz
H7_ECTROPION,Ectropion of eyelid,VII Diseases of the eye and adnexa (H7_),VII,1432,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ECTROPION.gz
H7_EYEADNEXOTH,Other specified and unspecified disorders of eye and adnexa,VII Diseases of the eye and adnexa (H7_),VII,1413,494683,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_EYEADNEXOTH.gz
H7_VITROPACIT,Other vitreous opacities,VII Diseases of the eye and adnexa (H7_),VII,1356,478098,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITROPACIT.gz
H7_KERATITISINOTH,Keratitis and keratoconjunctivitis in other diseases classified elsewhere,VII Diseases of the eye and adnexa (H7_),VII,1296,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_KERATITISINOTH.gz
H7_VERTISTRAB,Vertical strabismus,VII Diseases of the eye and adnexa (H7_),VII,1223,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VERTISTRAB.gz
H7_EYELIDINOTH,Disorders of eyelid in diseases classified elsewhere,VII Diseases of the eye and adnexa (H7_),VII,1219,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_EYELIDINOTH.gz
H7_RETINANAS,Other specified and unspecified retinal disorders,VII Diseases of the eye and adnexa (H7_),VII,1200,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINANAS.gz
H7_CORNEALNAS,Other and unspecified corneal deformities and disorders,VII Diseases of the eye and adnexa (H7_),VII,1150,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CORNEALNAS.gz
H7_ANISOMETROPIA,Anisometropia and aniseikonia,VII Diseases of the eye and adnexa (H7_),VII,1141,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ANISOMETROPIA.gz
H7_PARASTRA6,Sixth [abducent] nerve palsy,VII Diseases of the eye and adnexa (H7_),VII,1130,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA6.gz
H7_PERIPHRETINADEGEN,Peripheral retinal degeneration,VII Diseases of the eye and adnexa (H7_),VII,1129,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PERIPHRETINADEGEN.gz
H7_MODVISIMPBINOC,"Moderate visual impairment, binocular",VII Diseases of the eye and adnexa (H7_),VII,1098,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_MODVISIMPBINOC.gz
H7_CONJUNCTIVITISCHRON,Chronic conjunctivitis,VII Diseases of the eye and adnexa (H7_),VII,1087,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONJUNCTIVITISCHRON.gz
H7_KERATOCONUS,Hereditary corneal dystrophies,VII Diseases of the eye and adnexa (H7_),VII,1076,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_KERATOCONUS.gz
H7_RETINALDETACHOTH,"Other, unspecified and serous retinal detachments",VII Diseases of the eye and adnexa (H7_),VII,1064,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHOTH.gz
H7_CHORIORETINFLAM,Chorioretinal inflammation,VII Diseases of the eye and adnexa (H7_),VII,1015,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CHORIORETINFLAM.gz
H7_PTERYGIUM,Pterygium,VII Diseases of the eye and adnexa (H7_),VII,968,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PTERYGIUM.gz
H7_OTHIRISCILIARY,Other disorders of iris and ciliary body,VII Diseases of the eye and adnexa (H7_),VII,932,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHIRISCILIARY.gz
H7_CORNEALSCAR,Corneal scars and opacities,VII Diseases of the eye and adnexa (H7_),VII,906,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CORNEALSCAR.gz
H7_GLOBE,Disorders of globe,VII Diseases of the eye and adnexa (H7_),VII,894,478098,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_GLOBE.gz
H7_CORNEALDEFORM,Keratoconus,VII Diseases of the eye and adnexa (H7_),VII,878,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CORNEALDEFORM.gz
H7_BINOCUMOVOTH,Other disorders of binocular movement,VII Diseases of the eye and adnexa (H7_),VII,848,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_BINOCUMOVOTH.gz
H7_RETINAHAEMORR,Retinal haemorrhage,VII Diseases of the eye and adnexa (H7_),VII,816,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINAHAEMORR.gz
MACULAR_CYST,Macular cyst,VII Diseases of the eye and adnexa (H7_),VII,807,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_MACULAR_CYST.gz
H7_CONJUVASC,Other conjunctival vascular disorders and cysts,VII Diseases of the eye and adnexa (H7_),VII,803,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONJUVASC.gz
DRUGADVERS_CATAR,Drug-induced cataract,VII Diseases of the eye and adnexa (H7_),VII,802,499546,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_CATAR.gz
H7_RETINOCHISISCYST,Retinoschisis and retinal cysts,VII Diseases of the eye and adnexa (H7_),VII,802,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINOCHISISCYST.gz
H7_PAPILLOEDEMA,"Papilloedema, unspecified",VII Diseases of the eye and adnexa (H7_),VII,793,496621,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PAPILLOEDEMA.gz
H7_OTHRETARTOCC,Other retinal artery occlusion,VII Diseases of the eye and adnexa (H7_),VII,780,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHRETARTOCC.gz
H7_PARASTRA4,Fourth [trochlear] nerve palsy,VII Diseases of the eye and adnexa (H7_),VII,765,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA4.gz
H7_CONJUNCTDEGDEPOT,conjunctival degenerations and deposits,VII Diseases of the eye and adnexa (H7_),VII,748,454779,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONJUNCTDEGDEPOT.gz
H7_ANOMAPUPFUNC,Anomalies of pupillary function,VII Diseases of the eye and adnexa (H7_),VII,747,494683,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ANOMAPUPFUNC.gz
H7_CENTRRETARTOCC,Central retinal artery occlusion,VII Diseases of the eye and adnexa (H7_),VII,746,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CENTRRETARTOCC.gz
H7_EPIPHORA,Epiphora,VII Diseases of the eye and adnexa (H7_),VII,743,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_EPIPHORA.gz
H7_BCKRNDRETINOPAT,Background retinopathy and retinal vascular changes,VII Diseases of the eye and adnexa (H7_),VII,717,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_BCKRNDRETINOPAT.gz
H7_OPTNERVNAS,"Disorders of optic nerve, not elsewhere classified",VII Diseases of the eye and adnexa (H7_),VII,694,496621,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OPTNERVNAS.gz
H7_VASCCILIARY,Hyphaema and other vascular disorders of iris and ciliary body,VII Diseases of the eye and adnexa (H7_),VII,665,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VASCCILIARY.gz
H7_IRIDOCYCLITISINOTH,Iridocyclitis in diseases classified elsewhere,VII Diseases of the eye and adnexa (H7_),VII,629,473095,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_IRIDOCYCLITISINOTH.gz
H7_OPTATROPHY,Optic atrophy,VII Diseases of the eye and adnexa (H7_),VII,629,496621,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OPTATROPHY.gz
H7_LACRIMINFLAMACU,Inflammation of lacrimal passages (acute and unspecified),VII Diseases of the eye and adnexa (H7_),VII,615,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_LACRIMINFLAMACU.gz
H7_APHAKIA,Aphakia,VII Diseases of the eye and adnexa (H7_),VII,607,409535,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_APHAKIA.gz
H7_PARASTRA3,Third [oculomotor] nerve palsy,VII Diseases of the eye and adnexa (H7_),VII,606,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA3.gz
H7_LACRIMINFLAMCHRON,Inflammation of lacrimal passages (chronic),VII Diseases of the eye and adnexa (H7_),VII,563,453930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_LACRIMINFLAMCHRON.gz
H7_LENSDISLOCATIO,Dislocation of lens,VII Diseases of the eye and adnexa (H7_),VII,535,409535,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_LENSDISLOCATIO.gz
H7_CONVERGINSUFF,Convergence insufficiency and excess,VII Diseases of the eye and adnexa (H7_),VII,515,476776,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_CONVERGINSUFF.gz
H7_HEREDRETINADYST,Hereditary retinal dystrophy,VII Diseases of the eye and adnexa (H7_),VII,514,455449,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_HEREDRETINADYST.gz
H7_BINODISTOTH,Other disorders of binocular vision,VII Diseases of the eye and adnexa (H7_),VII,502,475933,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_BINODISTOTH.gz
H8_OTHEREAR,Other disorders of ear,VIII Diseases of the ear and mastoid process (H8_),VIII,63017,437331,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_OTHEREAR.gz
H8_HL_SEN_NAS,Sensorineural hearing loss,VIII Diseases of the ear and mastoid process (H8_),VIII,44745,437331,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_SEN_NAS.gz
H8_MIDDLEMASTOID,Diseases of middle ear and mastoid,VIII Diseases of the ear and mastoid process (H8_),VIII,35194,465154,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MIDDLEMASTOID.gz
H8_VERTIGO,Disorders of vestibular function (Vertigo),VIII Diseases of the ear and mastoid process (H8_),VIII,21139,474839,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VERTIGO.gz
H8_MED_SUPP,Suppurative and unspecified otitis media,VIII Diseases of the ear and mastoid process (H8_),VIII,20472,465154,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MED_SUPP.gz
H8_EXTERNAL,Diseases of external ear,VIII Diseases of the ear and mastoid process (H8_),VIII,15056,485292,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTERNAL.gz
H8_SUP_ACUTE,Acute suppurative otitis media,VIII Diseases of the ear and mastoid process (H8_),VIII,14095,465154,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_SUP_ACUTE.gz
H8_OTHHEARINGLOSS,Other hearing loss,VIII Diseases of the ear and mastoid process (H8_),VIII,12430,437331,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_OTHHEARINGLOSS.gz
H8_NONSUPPNAS,Nonsuppurative otitis media,VIII Diseases of the ear and mastoid process (H8_),VIII,12143,465154,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_NONSUPPNAS.gz
H8_BPV,Benign paroxysmal vertigo,VIII Diseases of the ear and mastoid process (H8_),VIII,12006,474839,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_BPV.gz
H8_TINNITUS,Tinnitus,VIII Diseases of the ear and mastoid process (H8_),VIII,10008,437331,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_TINNITUS.gz
H8_EXTOTITIS,Otitis externa,VIII Diseases of the ear and mastoid process (H8_),VIII,9471,485292,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTOTITIS.gz
H8_HL_PRESBY,Presbycusis,VIII Diseases of the ear and mastoid process (H8_),VIII,5817,437331,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_PRESBY.gz
H8_OTIMEDNAS,"Otitis media, unspecified",VIII Diseases of the ear and mastoid process (H8_),VIII,5209,465154,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_OTIMEDNAS.gz
